이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
ㅇㅇ,14.46,,441,47876,982,615,608,108.56,45.86,2.23,99.39,1.39,-1.56,356.4
탐스런.,tamseurun,,438,24872,86,485,455,56.79,-23.7,0.2,-82.12,1.11,-21.39,327.18
sg-epk@jtk93.x29.jp,peer8995,,437,35174,492,713,577,80.49,8.15,1.13,1.03,1.63,15.43,348.58
오스카.,split5521,,437,37834,494,1119,1053,86.58,16.33,1.13,1.03,2.56,81.29,434.26
ㅇㅇ,122.44,,432,33570,485,525,307,77.71,4.41,1.12,0.14,1.22,-13.6,297.18
ㅇㅇ,211.54,,430,34044,1165,507,286,79.17,6.37,2.71,142.3,1.18,-16.44,292.28
ㅇㅇ,pity3443,,424,27954,265,645,344,65.93,-11.42,0.62,-44.57,1.52,7.64,299.36
OO,110.13,,420,30299,405,667,388,72.14,-3.07,0.96,-14.17,1.59,12.6,305.04
미요던,west5151,,419,26944,154,3580,5459,64.31,-13.59,0.37,-66.92,8.54,504.78,1217.26
물어,bite1111,,418,25302,683,653,308,60.53,-18.67,1.63,45.74,1.56,10.47,289.52
ㅇㅇ,fruit6702,,418,21015,631,727,563,50.28,-32.44,1.51,35.01,1.74,23.22,335.42
5서클마법사,session4528,,413,20901,319,754,4456,50.61,-32.0,0.77,-31.15,1.83,29.6,1033.36
시세무새,sugarsnikii,,404,27417,265,850,458,67.86,-8.82,0.66,-40.99,2.1,48.72,308.68
고양이는멍멍,210.57,,399,21177,191,578,984,53.08,-28.68,0.48,-57.08,1.45,2.68,400.56
너의췌장을먹고싶어,option3784,,398,24607,95,839,1228,61.83,-16.93,0.24,-78.54,2.11,49.42,443.92
ㅇㅇ,bear9682,,397,31617,672,434,875,79.64,7.0,1.69,51.11,1.09,-22.81,379.82
이원준의검,cool0953,,390,36528,589,1231,561,93.66,25.84,1.51,35.01,3.16,123.78,319.38
ㅇㅇ,third8083,,390,30666,356,1400,974,78.63,5.65,0.91,-18.64,3.59,154.23,393.72
노베.3합.7,1.210,,388,29575,388,398,530,76.22,2.41,1.0,-10.59,1.03,-27.06,312.68
ㅇㅇ,nephew8968,,384,27382,668,302,33,71.31,-4.19,1.74,55.58,0.79,-44.05,220.98
ㅇㅇ,182.231,,381,29564,351,413,291,77.6,4.26,0.92,-17.74,1.08,-23.52,265.74
ㅇㅇ,weird0294,,376,29917,482,736,711,79.57,6.91,1.28,14.45,1.96,38.8,338.54
ㅇㅇ,124.63,,375,21351,382,412,598,56.94,-23.5,1.02,-8.8,1.1,-22.1,317.64
ㅇㅇ,116.45,,372,25320,39,544,121,68.06,-8.56,0.1,-91.06,1.46,3.39,230.1
ㅇㅇ,112.156,,369,24387,115,512,167,66.09,-11.2,0.31,-72.28,1.39,-1.56,236.7
ㅇㅇ,219.241,,369,30938,909,302,142,83.84,12.65,2.46,119.95,0.82,-41.93,232.2
해린바라기,nobase9,,368,16154,37,93,28,43.9,-41.02,0.1,-91.06,0.25,-82.3,211.12
TP,ttubbang,,362,21907,53,1171,797,60.52,-18.69,0.15,-86.59,3.23,128.74,346.18
03 창5동 이현덕,1.246,,361,26557,190,909,1110,73.57,-1.15,0.53,-52.61,2.52,78.46,401.96
대충특별시,scan3228,,361,37304,891,391,270,103.34,38.85,2.47,120.85,1.08,-23.52,250.76
우주최강여신김가을,battle7739,,360,24345,159,445,444,67.62,-9.15,0.44,-60.66,1.24,-12.19,281.52
비돈(차단),seize7753,,354,23668,710,465,214,66.86,-10.17,2.01,79.72,1.31,-7.23,236.76
정병걸린정병훈,chaos3774,,353,25952,278,2360,17969,73.52,-1.22,0.79,-29.37,6.69,373.77,3432.1
ㅇㅇ,147.47,,353,33929,509,611,261,96.12,29.15,1.44,28.75,1.73,22.51,244.66
ㅇㅇ,1.228,,353,24346,284,288,1052,68.97,-7.33,0.8,-28.47,0.82,-41.93,387.04
삼수생공부기록,december7675,,352,33889,415,1522,1294,96.28,29.36,1.18,5.51,4.32,205.93,430.04
바리공주,client6357,,352,17520,39,895,1029,49.77,-33.13,0.11,-90.16,2.54,79.88,382.34
나키리아야메,actor3436,,352,19681,117,620,411,55.91,-24.88,0.33,-70.49,1.76,24.64,271.1
건구스같은놈,cushion0131,,349,26439,93,346,2891,75.76,1.79,0.27,-75.86,0.99,-29.89,715.82
ㅇㅇ,118.33,,346,18482,258,255,462,53.42,-28.23,0.75,-32.94,0.74,-47.6,276.92
ㅇㅇ,124.62,,344,22793,310,496,377,66.26,-10.97,0.9,-19.53,1.44,1.98,260.5
ㅇㅇ,180.69,,343,23117,435,628,498,67.4,-9.44,1.27,13.55,1.83,29.6,281.72
ㅇㅇ,121.173,,343,37454,759,507,262,109.2,46.72,2.21,97.6,1.48,4.81,239.24
Esthetics,aegrasdf,,341,24911,493,3880,10178,73.05,-1.85,1.45,29.65,11.38,705.9,2023.0
ㅇㅇ,218.51,,339,29535,174,578,412,87.12,17.05,0.51,-54.4,1.71,21.1,264.0
ㅇㅇ,116.33,,338,30491,672,396,276,90.21,21.2,1.99,77.93,1.17,-17.14,238.96
Haajm,tray6991,,335,18911,212,452,2076,56.45,-24.15,0.63,-43.67,1.35,-4.4,561.28
ㅇㅇ,211.213,,331,31154,198,466,389,94.12,26.46,0.6,-46.35,1.41,-0.15,255.38
순수이성비판,soak1336,,331,18668,105,388,220,56.4,-24.22,0.32,-71.39,1.17,-17.14,224.96
소율,premium5928,,331,28540,300,685,630,86.22,15.84,0.91,-18.64,2.07,46.59,298.76
냐냐쟌,baby0010,,328,16677,31,668,445,50.84,-31.69,0.09,-91.95,2.04,44.47,263.78
이유빈,orient0806,,324,26042,112,877,753,80.38,8.0,0.35,-68.71,2.71,91.91,316.98
ㅇㅇ,116.41,,322,17038,75,914,1190,52.91,-28.91,0.23,-79.44,2.84,101.12,394.52
ㅇㅇ,125.136,,322,20314,1121,344,275,63.09,-15.23,3.48,211.15,1.07,-24.23,229.82
ㅇㅇ,42.82,,321,14984,88,190,204,46.68,-37.28,0.27,-75.86,0.59,-58.22,216.48
이스케이프,wicked3243,,321,17517,78,448,441,54.57,-26.68,0.24,-78.54,1.4,-0.86,259.14
치4,entrance6125,,318,15607,40,566,957,49.08,-34.06,0.13,-88.38,1.78,26.05,350.34
드름여,jury2900,,316,14404,243,288,896,45.58,-38.76,0.77,-31.15,0.91,-35.56,338.24
한성훈,doll9117,,315,31816,1238,1100,1784,101.0,35.7,3.93,251.39,3.49,147.15,497.52
Slipping,sleeping7211,,312,36944,918,1024,773,118.41,59.09,2.94,162.87,3.28,132.28,313.86
ㅇㅇ,218.149,,311,19407,84,326,638,62.4,-16.16,0.27,-75.86,1.05,-25.64,289.0
ㅇㅇ,city0919,,309,17995,243,449,514,58.24,-21.75,0.79,-29.37,1.45,2.68,265.56
이마누엘칸트,lifetime5770,,308,15052,77,655,1412,48.87,-34.34,0.25,-77.65,2.13,50.84,426.64
이마누엘칸트,revise1223,,308,15703,81,465,1102,50.98,-31.5,0.26,-76.75,1.51,6.93,370.84
ㅇㅇ,110.9,,306,43082,1121,786,1297,140.79,89.16,3.66,227.25,2.57,82.0,404.82
ㅇㅇ,210.206,,303,29566,683,270,213,97.58,31.11,2.25,101.18,0.89,-36.97,208.02
ㅇㅇ,1.240,,302,20453,409,301,217,67.73,-9.0,1.35,20.71,1.0,-29.18,208.18
오렌지독,pull6493,,302,16238,33,527,364,53.77,-27.76,0.11,-90.16,1.75,23.93,234.64
ㅇㅇ,memorize0350,,301,41488,440,546,110,137.83,85.19,1.46,30.54,1.81,28.18,188.36
ㅇㅇ,1.251,,300,26808,367,342,302,89.36,20.06,1.22,9.08,1.14,-19.27,222.36
ㅇㅇ,218.239,,299,18837,155,421,574,63.0,-15.35,0.52,-53.51,1.41,-0.15,270.76
FL,idname1234,,296,25507,284,673,900,86.17,15.78,0.96,-14.17,2.27,60.75,327.76
ㅇㅇ,182.225,,295,19622,113,375,111,66.52,-10.62,0.38,-66.02,1.27,-10.06,185.18
ㅇㅇ,119.56,,293,20476,185,589,557,69.88,-6.11,0.63,-43.67,2.01,42.34,264.34
ㅇㅇ,210.223,,291,94851,2029,428,254,325.95,337.94,6.97,523.2,1.47,4.1,208.68
ㅇㅇ,photo6777,,289,17699,151,432,417,61.24,-17.72,0.52,-53.51,1.49,5.52,236.9
ㅇㅇ,link7161,,287,14157,92,478,610,49.33,-33.72,0.32,-71.39,1.67,18.26,270.52
귤걈수,gang1691,,287,21151,323,799,785,73.7,-0.98,1.13,1.03,2.78,96.87,302.02
은돌즉준식,112.150,,286,23114,348,369,205,80.82,8.59,1.22,9.08,1.29,-8.65,197.06
ㅇㅇ,1.224,,285,19893,197,525,444,69.8,-6.22,0.69,-38.31,1.84,30.3,239.52
김콜라,exist5505,,285,11970,39,93,3,42.0,-43.57,0.14,-87.48,0.33,-76.63,160.14
저능,tower8988,,283,12575,29,462,355,44.43,-40.3,0.1,-91.06,1.63,15.43,222.38
ㅇㅇ,211.34,,281,18186,463,205,119,64.72,-13.04,1.65,47.53,0.73,-48.3,178.78
멀티갤러,hhjj909090,,281,19032,30,335,468,67.73,-9.0,0.11,-90.16,1.19,-15.73,241.6
ㅇㅇ,104.28,,280,26232,439,398,145,93.69,25.88,1.57,40.38,1.42,0.56,182.9
람람람쥐,minute0681,,280,20955,460,813,458,74.84,0.55,1.64,46.63,2.9,105.37,239.24
ㅇㅇ,yeah2793,,280,20739,586,479,566,74.07,-0.48,2.09,86.87,1.71,21.1,258.68
켄리아,prime6073,,279,21970,295,280,625,78.75,5.81,1.06,-5.22,1.0,-29.18,268.74
오오토리에무,wrapping2496,,278,21170,285,769,489,76.15,2.31,1.03,-7.91,2.77,96.16,243.7
ㅇㅇ,118.221,,278,24593,150,388,361,88.46,18.85,0.54,-51.72,1.4,-0.86,220.66
ㅇㅇ,112.171,,273,22337,258,262,440,81.82,9.93,0.95,-15.06,0.96,-32.02,232.08
활어들의광란파티,dcln5lde,,272,15030,36,277,267,55.26,-25.75,0.13,-88.38,1.02,-27.77,200.38
ㅇㅇ,first1213,,272,15725,34,559,1690,57.81,-22.33,0.12,-89.27,2.06,45.88,456.52
Viper3,viper3,,270,15245,53,506,251,56.46,-24.14,0.2,-82.12,1.87,32.43,196.38
노란뿅아리,yellowpp,,269,19585,410,1093,1250,72.81,-2.17,1.52,35.91,4.06,187.52,375.64
랏도,lightly6272,,267,18649,203,532,366,69.85,-6.15,0.76,-32.05,1.99,40.93,215.4
ㅇㅇ,211.219,,267,25870,338,308,217,96.89,30.18,1.27,13.55,1.15,-18.56,188.58
ㅇㅇ,beside8938,,266,10082,118,431,2647,37.9,-49.08,0.44,-60.66,1.62,14.72,625.42
청아한이슬,alwaysonlytop,,266,23869,581,1018,1079,89.73,20.56,2.18,94.92,3.83,171.23,343.18
ㅇㅇ,122.43,,265,20038,177,326,268,75.62,1.6,0.67,-40.09,1.23,-12.89,196.64
국민대꼭간다,some2955,,263,23780,753,678,2238,90.42,21.49,2.86,155.72,2.58,82.71,550.12
ㅇㅇ,123.199,,259,15678,111,195,37,60.53,-18.67,0.43,-61.55,0.75,-46.89,151.7
시나모루2,l3aby,,259,21037,219,624,298,81.22,9.13,0.85,-24.0,2.41,70.67,198.68
물스퍼거,europe3368,,258,16771,147,495,638,65.0,-12.67,0.57,-49.04,1.92,35.97,259.32
ㅇㅇ,211.244,,257,19714,355,466,376,76.71,3.07,1.38,23.39,1.81,28.18,211.6
ㅇㅇ,115.140,,255,15758,228,239,215,61.8,-16.97,0.89,-20.42,0.94,-33.43,181.5
연경25학번,truth2349,,253,16398,91,551,289,64.81,-12.92,0.36,-67.81,2.18,54.38,193.7
Kind_Star,assist8930,,252,22653,61,1042,1353,89.89,20.77,0.24,-78.54,4.13,192.47,384.66
ㅇㅇ,118.218,,252,18960,200,413,283,75.24,1.09,0.79,-29.37,1.64,16.14,192.06
ㅇㅇ,cooking0757,,251,49164,1232,885,724,195.87,163.17,4.91,339.01,3.53,149.98,270.88
ㅇㅇ,female9284,,247,14275,15,626,1130,57.79,-22.35,0.06,-94.64,2.53,79.17,341.72
ㅇㅇ,180.66,,246,48267,1268,393,243,196.21,163.63,5.15,360.47,1.6,13.31,181.5
ㅇㅇ,bluerose0322,,246,14929,120,371,221,60.69,-18.46,0.49,-56.19,1.51,6.93,177.54
ㅇㅇ,116.39,,242,17362,159,228,406,71.74,-3.61,0.66,-40.99,0.94,-33.43,208.6
ㅇㅇ,version7068,,241,13936,232,210,91,57.83,-22.3,0.96,-14.17,0.87,-38.39,151.34
섷칩,hand7110,,240,15251,56,427,295,63.55,-14.62,0.23,-79.44,1.78,26.05,187.5
ㅇㅇ,175.210,,237,31836,564,509,644,134.33,80.48,2.38,112.8,2.15,52.26,248.64
ㅇㅇ,211.248,,234,19158,306,490,665,81.87,10.0,1.31,17.13,2.09,48.01,250.74
(14.52),beast6330,,233,13185,22,1067,757,56.59,-23.97,0.09,-91.95,4.58,224.34,266.74
메타뭉,lady1868,,232,26738,306,1033,952,115.25,54.85,1.32,18.02,4.45,215.14,301.28
Aimstudy,dmdel23,,232,15001,78,690,375,64.66,-13.12,0.34,-69.6,2.97,110.33,197.42
ㅇㅇ,218.48,,231,15575,248,344,261,67.42,-9.42,1.07,-4.33,1.49,5.52,176.34
ㅇㅇ,58.143,,230,24754,487,351,391,107.63,44.61,2.12,89.55,1.53,8.35,199.18
ㅇㅇ,110.10,,230,18362,366,330,297,79.83,7.26,1.59,42.16,1.43,1.27,182.26
코레고스자리,polomonee,,228,14469,28,811,545,63.46,-14.74,0.12,-89.27,3.56,152.11,225.78
ㅇㅇ,118.91,,228,12464,75,408,105,54.67,-26.55,0.33,-70.49,1.79,26.76,146.58
ㅇㅇ,121.64,,228,39157,1284,414,263,171.74,130.75,5.63,403.39,1.82,28.89,175.02
포대장,good0202,,228,11873,74,255,295,52.07,-30.04,0.32,-71.39,1.12,-20.68,180.78
김연지,packet1,,227,14143,52,478,917,62.3,-16.29,0.23,-79.44,2.11,49.42,292.18
유희,shade1582,,227,35570,287,648,305,156.7,110.54,1.26,12.66,2.85,101.83,182.02
ㅇㅇ,justify7797,,227,19469,379,235,131,85.77,15.24,1.67,49.32,1.04,-26.35,150.7
ㅇㅇ,grandma8513,,226,12451,80,729,419,55.09,-25.98,0.35,-68.71,3.23,128.74,201.98
ㅇㅇ,1.249,,225,24619,345,223,267,109.42,47.02,1.53,36.8,0.99,-29.89,174.06
ㅇㅇ,afford7197,,224,13262,24,409,189,59.21,-20.45,0.11,-90.16,1.83,29.6,159.46
ㅇㅇ,124.54,,223,16730,23,281,77,75.02,0.8,0.1,-91.06,1.26,-10.77,138.74
ㅇㅇ,211.119,,223,18720,124,348,284,83.95,12.79,0.56,-49.93,1.56,10.47,176.0
ㅇㅇ,curious8345,,222,13834,77,578,701,62.32,-16.27,0.35,-68.71,2.6,84.12,250.5
ㅇㅇ,58.140,,221,25371,780,381,115,114.8,54.24,3.53,215.62,1.72,21.81,144.46
ㅇㅇ,125.182,,219,13420,29,390,435,61.28,-17.67,0.13,-88.38,1.78,26.05,200.94
ㅇㅇ,211.202,,218,11232,112,411,427,51.52,-30.78,0.51,-54.4,1.89,33.84,198.94
ㅇㅇ,1.238,,217,20898,159,261,229,96.3,29.39,0.73,-34.73,1.2,-15.02,162.74
meru,merudayo,,216,12671,41,1292,1469,58.66,-21.19,0.19,-83.01,5.98,323.49,385.38
빡갤러빡붕이,meeting4244,,214,18407,417,366,234,86.01,15.56,1.95,74.35,1.71,21.1,161.96
ㅇㅇ,118.36,,213,12813,281,241,3266,60.15,-19.18,1.32,18.02,1.13,-19.98,707.16
두짱,wkdendyd,,213,21537,312,878,1325,101.11,35.85,1.46,30.54,4.12,191.77,357.78
ㅇㅇ,124.53,,212,16957,114,313,670,79.99,7.47,0.54,-51.72,1.48,4.81,239.32
ㅇㅇ,cute7932,,210,14650,446,240,145,69.76,-6.27,2.12,89.55,1.14,-19.27,143.7
ㅇㅇ,112.157,,210,14551,233,237,256,69.29,-6.9,1.11,-0.75,1.13,-19.98,163.68
ㅇㅇ,oral9999,,209,18673,900,162,115,89.34,20.04,4.31,285.36,0.78,-44.76,137.74
ㅇㅇ,14.33,,207,14634,138,502,435,70.7,-5.01,0.67,-40.09,2.43,72.09,194.22
노려라계약수,exactly1506,,207,14686,79,353,390,70.95,-4.67,0.38,-66.02,1.71,21.1,186.12
본조비,toaster7777,,205,10811,80,657,1040,52.74,-29.14,0.39,-65.13,3.2,126.61,302.0
ㅇㅇ,112.169,,205,19398,164,1405,1191,94.62,27.13,0.8,-28.47,6.85,385.1,329.18
동아시아,resource3956,,204,14109,193,410,328,69.16,-7.08,0.95,-15.06,2.01,42.34,173.28
ㅇㅇ,121.65,,204,23974,790,316,200,117.52,57.9,3.87,246.02,1.55,9.77,150.24
나비꽃,marry5001,,203,8550,52,915,2161,42.12,-43.41,0.26,-76.75,4.51,219.39,502.66
ㅇㅇ,203.255,,202,12317,143,281,264,60.98,-18.07,0.71,-36.52,1.39,-1.56,160.64
피콩,leaf9371,,201,9547,65,215,129,47.5,-36.18,0.32,-71.39,1.07,-24.23,135.78
ㅇㅇ,cooking9599,,201,11577,158,259,325,57.6,-22.61,0.79,-29.37,1.29,-8.65,171.06
오라리,thought2653,,198,8045,19,369,261,40.63,-45.41,0.1,-91.06,1.86,31.72,157.86
ㅇㅇ,121.177,,197,11501,201,767,6224,58.38,-21.56,1.02,-8.8,3.89,175.48,1230.64
뻘끌,chat4666,,197,13076,246,390,385,66.38,-10.81,1.25,11.76,1.98,40.22,179.62
ㅇㅇ,disturb9874,,197,21907,216,638,675,111.2,49.41,1.1,-1.65,3.24,129.45,231.82
하루똥3번,legend8333,,196,7286,30,247,517,37.17,-50.06,0.15,-86.59,1.26,-10.77,202.82
ㅇㅇ,220.121,,196,15690,182,262,133,80.05,7.55,0.93,-16.85,1.34,-5.11,133.7
ㅇㅇ,211.251,,195,16411,157,415,198,84.16,13.08,0.81,-27.58,2.13,50.84,144.84
ㅇㅇ,125.130,,195,13048,382,304,203,66.91,-10.1,1.96,75.25,1.56,10.47,145.74
화이트베리,insist0157,,194,8069,190,401,268,41.59,-44.12,0.98,-12.38,2.07,46.59,156.88
ㅇㅇ,nuitsuchy827,,194,18203,275,262,895,93.83,26.07,1.42,26.96,1.35,-4.4,269.74
화작1타희망,lyanxun,,192,16621,54,412,233,86.57,16.31,0.28,-74.96,2.15,52.26,149.46
ㅇㅇ,124.5,,191,22280,747,312,250,116.65,56.73,3.91,249.6,1.63,15.43,151.96
ㅇㅇ,180.230,,191,19912,400,272,88,104.25,40.07,2.09,86.87,1.42,0.56,122.8
ㅇㅇ,112.167,,190,24465,482,508,576,128.76,73.0,2.54,127.1,2.67,89.08,210.08
ㅇㅇ,118.43,,189,9952,114,297,310,52.66,-29.25,0.6,-46.35,1.57,11.18,161.64
냄새나마왕,young7863,,189,13158,29,1190,772,69.62,-6.46,0.15,-86.59,6.3,346.15,244.8
ㅇㅇ,spinach4324,,188,13021,66,327,203,69.26,-6.94,0.35,-68.71,1.74,23.22,141.82
구운몽,along1102,,187,9737,91,452,2401,52.07,-30.04,0.49,-56.19,2.42,71.38,536.9
민주쌈무,eltl1423,,187,9930,42,506,343,53.1,-28.66,0.22,-80.33,2.71,91.91,166.46
참치버거,shock7585,,187,11222,54,232,583,60.01,-19.37,0.29,-74.07,1.24,-12.19,209.66
벡스햄,hundred1073,,187,11536,161,280,679,61.69,-17.11,0.86,-23.11,1.5,6.23,226.94
ㅇㅇ,transmit1346,,185,34311,365,219,48,185.46,149.18,1.97,76.14,1.18,-16.44,112.24
노베자퇴생,nobeaamsang,,185,11827,23,323,176,63.93,-14.1,0.12,-89.27,1.75,23.93,135.28
레이션아이솔,trade9999,,184,15370,254,367,377,83.53,12.23,1.38,23.39,1.99,40.93,170.9
ㅇㅇ,218.235,,184,13862,141,259,701,75.34,1.23,0.77,-31.15,1.41,-0.15,229.22
무의믜,maze4366,,184,11232,44,295,365,61.04,-17.99,0.24,-78.54,1.6,13.31,168.74
ㅇㅇ,pebble7665,,183,9215,369,215,251,50.36,-32.34,2.02,80.61,1.17,-17.14,147.66
Cambridge,cinema6364,,183,10662,35,196,335,58.26,-21.72,0.19,-83.01,1.07,-24.23,162.78
높은5등급,respect1900,,183,12626,6,509,438,68.99,-7.31,0.03,-97.32,2.78,96.87,181.32
ㅇㅇ,welcome3806,,182,11586,167,279,229,63.66,-14.47,0.92,-17.74,1.53,8.35,143.14
n축,drum8001,,182,12812,295,179,154,70.4,-5.41,1.62,44.85,0.98,-30.6,129.64
ㅇㅇ,twice7774,,179,20080,678,176,58,112.18,50.72,3.79,238.87,0.98,-30.6,110.68
ㅇㅇ,180.65,,177,12952,153,240,179,73.18,-1.68,0.86,-23.11,1.36,-3.69,131.34
ㅇㅇ,211.192,,176,10130,89,198,111,57.56,-22.66,0.51,-54.4,1.12,-20.68,118.54
ㅇㅇ,judging8971,,175,10009,15,271,90,57.19,-23.16,0.09,-91.95,1.55,9.77,114.2
ㅇㅇ,210.222,,175,20005,321,432,2799,114.31,53.59,1.83,63.62,2.47,74.92,601.82
ㅇㅇ,brick1107,,175,9620,55,255,656,54.97,-26.14,0.31,-72.28,1.46,3.39,216.08
ㅇㅇ,120.136,,174,11461,90,213,94,65.87,-11.5,0.52,-53.51,1.22,-13.6,114.36
대학예측기,item6319,,173,14361,264,555,388,83.01,11.53,1.53,36.8,3.21,127.32,166.72
ㅇㅇ,112.223,,171,13044,280,192,678,76.28,2.49,1.64,46.63,1.12,-20.68,217.8
sadly,sadly1608,,170,12002,34,461,395,70.6,-5.14,0.2,-82.12,2.71,91.91,166.3
이중차분법,same2917,,170,11585,19,362,243,68.15,-8.43,0.11,-90.16,2.13,50.84,138.94
ㅇㅇ,judicial9473,,169,11109,69,641,824,65.73,-11.69,0.41,-63.34,3.79,168.4,242.96
ㅇㅇ,61.254,,168,13135,108,253,120,78.18,5.04,0.64,-42.78,1.51,6.93,115.68
SD,jim0101,,168,11271,31,205,72,67.09,-9.86,0.18,-83.91,1.22,-13.6,107.04
물낙법,crystal4774,,168,9264,81,258,347,55.14,-25.91,0.48,-57.08,1.54,9.06,156.54
ㅇㅇ,125.129,,167,12504,219,195,357,74.87,0.59,1.31,17.13,1.17,-17.14,157.78
ㅇㅇ,124.56,,167,12103,227,299,295,72.47,-2.63,1.36,21.6,1.79,26.76,146.62
ㅇㅇ,220.122,,163,11485,248,137,167,70.46,-5.33,1.52,35.91,0.84,-40.51,121.34
ㅇㅇ,180.231,,163,10085,161,252,230,61.87,-16.87,0.99,-11.48,1.55,9.77,132.68
이재명지대,missing3641,,160,9756,42,198,102,60.98,-18.07,0.26,-76.75,1.24,-12.19,107.96
ㅇㅇ,211.59,,159,36454,374,341,145,229.27,208.04,2.35,110.12,2.14,51.55,115.14
네레팜,112.165,,158,8706,60,154,105,55.1,-25.97,0.38,-66.02,0.97,-31.31,107.38
ㅇㅇ,218.53,,158,11800,24,191,126,74.68,0.34,0.15,-86.59,1.21,-14.31,111.16
촉촉민달팽이월드,turnover1440,,158,10054,59,192,197,63.63,-14.51,0.37,-66.92,1.22,-13.6,123.94
ㅇㅇ,sing0919,,158,9377,239,148,142,59.35,-20.26,1.51,35.01,0.94,-33.43,114.04
과조건,calf1837,,157,6436,103,159,91,40.99,-44.93,0.66,-40.99,1.01,-28.47,104.3
ㅇㅇ,180.83,,157,21454,435,185,731,136.65,83.6,2.77,147.67,1.18,-16.44,219.5
ㅇㅇ,memorial5185,,156,10676,22,260,162,68.44,-8.04,0.14,-87.48,1.67,18.26,116.52
ㅇㅇ,121.178,,155,10984,50,208,81,70.86,-4.79,0.32,-71.39,1.34,-5.11,101.38
젖탱이가너무좋아엉엉쓴,vibrate0754,,155,9498,297,143,114,61.28,-17.67,1.92,71.67,0.92,-34.85,107.32
건국대꼭간다,either9450,,154,18543,210,362,563,120.41,61.78,1.36,21.6,2.35,66.42,187.58
180.66,stone4448,,153,8134,57,319,423,53.16,-28.57,0.37,-66.92,2.08,47.3,161.82
ㅇㅇ,enclose1679,,153,18322,225,799,583,119.75,60.89,1.47,31.43,5.22,269.67,190.62
ㅇㅇ,noble3178,,152,17302,651,107,98,113.83,52.94,4.28,282.68,0.7,-50.43,102.76
루킹포워드투,pump7365,,151,7165,139,302,315,47.45,-36.25,0.92,-17.74,2.0,41.63,141.26
ㅇㅇ,169.212,,151,13133,91,389,135,86.97,16.85,0.6,-46.35,2.58,82.71,108.86
ㅇㅇ,116.46,,151,14309,129,335,319,94.76,27.32,0.85,-24.0,2.22,57.21,141.98
ㅇㅇ,211.114,,151,8121,157,129,383,53.78,-27.74,1.04,-7.01,0.85,-39.81,153.5
ㅇㅇ,122.153,,151,6244,51,44,40,41.35,-44.44,0.34,-69.6,0.29,-79.46,91.76
ㅇㅇ,kjh04011,,150,12729,138,574,684,84.86,14.02,0.92,-17.74,3.83,171.23,207.12
yu1mu2,donation7120,,149,5830,63,435,528,39.13,-47.43,0.42,-62.45,2.92,106.79,178.48
ㅇㅇ,218.234,,148,13303,295,146,116,89.89,20.77,1.99,77.93,0.99,-29.89,103.76
ㅇㅇ,121.66,,148,13875,527,169,337,93.75,25.96,3.56,218.3,1.14,-19.27,143.54
기울기함수,ancient2482,,148,10865,109,406,1679,73.41,-1.37,0.74,-33.84,2.74,94.04,385.1
ㅇㅇ,125.181,,148,14971,74,280,50,101.16,35.92,0.5,-55.29,1.89,33.84,91.88
ㅇㅇ,goat6877,,147,16527,130,782,2160,112.43,51.06,0.88,-21.32,5.32,276.75,471.12
화평,midnight7702,,147,10577,36,211,273,71.95,-3.33,0.24,-78.54,1.44,1.98,131.46
ㅇㅇ,14.39,,146,10722,243,131,179,73.44,-1.33,1.66,48.42,0.9,-36.26,113.98
ㅇㅇ,14.32,,145,9783,74,273,378,67.47,-9.35,0.51,-54.4,1.88,33.14,149.24
ㅇㅇ,sell9999,,144,13686,66,322,311,95.04,27.69,0.46,-58.87,2.24,58.63,136.62
건국대꼭간다,noon6720,,144,9167,92,166,320,63.66,-14.47,0.64,-42.78,1.15,-18.56,138.24
ㅇㅇ,gertuate,,143,6861,32,274,692,47.98,-35.53,0.22,-80.33,1.92,35.97,204.64
ㅇㅇ,218.147,,143,6551,50,201,173,45.81,-38.45,0.35,-68.71,1.41,-0.15,111.22
ㅇㅇ,118.217,,143,9597,28,164,237,67.11,-9.83,0.2,-82.12,1.15,-18.56,122.74
ㅇㅇ,like9628,,143,8511,26,289,349,59.52,-20.03,0.18,-83.91,2.02,43.05,142.9
리는무위,qualify1575,,142,10346,40,314,368,72.86,-2.11,0.28,-74.96,2.21,56.51,145.76
ㅇㅇ,honored5897,,141,8016,65,141,563,56.85,-23.62,0.46,-58.87,1.0,-29.18,180.3
국민대꼭간다,naive9517,,140,11213,164,382,2392,80.09,7.61,1.17,4.61,2.73,93.33,508.96
구수생공부기록,younger6501,,139,16185,134,227,154,116.44,56.45,0.96,-14.17,1.63,15.43,105.56
ㅇㅇ,211.253,,137,7440,67,85,43,54.31,-27.03,0.49,-56.19,0.62,-56.09,84.46
ㅇㅇ,refund8741,,136,9597,163,127,72,70.57,-5.18,1.2,7.29,0.93,-34.14,89.12
페란토레스,launch7925,,135,6647,59,278,307,49.24,-33.84,0.44,-60.66,2.06,45.88,130.86
농협가렌,cape6774,,135,8211,84,133,140,60.82,-18.28,0.62,-44.57,0.99,-29.89,100.8
변태,suitable3153,,134,10883,201,904,569,81.22,9.13,1.5,34.12,6.75,378.02,177.46
Compy,response4381,,133,5013,12,220,333,37.69,-49.36,0.09,-91.95,1.65,16.85,134.42
