이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
ㅇㅇ(124.63)(jupiter2034),jupiter2034,비고정,49,2080,30,44,78,42.45,7.36,0.61,-19.06,0.9,-24.09,41.48
스터디윗네루(115.94),115.94,비회원,48,1459,25,44,28,30.4,-23.12,0.52,-31.0,0.92,-22.4,31.92
건구스같은놈,cushion0131,고정,46,2636,25,48,391,57.3,44.92,0.54,-28.35,1.04,-12.28,96.14
김연지,packet1,고정,46,2559,7,136,99,55.63,40.69,0.15,-80.1,2.96,149.66,43.58
ㅇㅇ(memorize0350),memorize0350,비고정,46,4675,65,78,7,101.63,157.03,1.41,87.08,1.7,43.39,27.02
ㅇㅇ(180.224),180.224,비회원,46,2412,24,51,76,52.43,32.6,0.52,-31.0,1.11,-6.38,39.44
ㅇㅇ(112.167),112.167,비회원,45,5172,117,103,3,114.93,190.67,2.6,244.98,2.29,93.15,25.74
청아한이슬,alwaysonlytop,고정,45,3595,121,169,110,79.89,102.05,2.69,256.92,3.76,217.14,45.0
바네샤,casa6lanca,고정,45,2047,6,127,212,45.49,15.05,0.13,-82.75,2.82,137.85,63.36
ㅇㅇ(chubby9347),chubby9347,비고정,45,2304,26,107,55,51.2,29.49,0.58,-23.04,2.38,100.74,35.1
ㅇㅇ(121.66),121.66,비회원,45,3435,188,36,0,76.33,93.04,4.18,454.61,0.8,-32.52,25.2
ㅇㅇ(210.206),210.206,비회원,44,2832,103,34,0,64.36,62.77,2.34,210.48,0.77,-35.05,24.64
ㅇㅇ(115.160),115.160,비회원,44,2274,14,34,8,51.68,30.7,0.32,-57.54,0.77,-35.05,26.08
노란뿅아리,yellowpp,고정,44,2401,55,145,44,54.57,38.01,1.25,65.85,3.3,178.34,32.56
구운몽,along1102,고정,44,1727,13,121,423,39.25,-0.73,0.3,-60.2,2.75,131.95,100.78
기욤둥이,halt9979,고정,44,3840,58,121,122,87.27,120.71,1.32,75.14,2.75,131.95,46.6
녹서스의단두대,choijump,고정,43,1953,16,109,72,45.42,14.87,0.37,-50.91,2.53,113.39,37.04
섷칩,hand7110,고정,42,2686,29,70,51,63.95,61.73,0.69,-8.45,1.67,40.86,32.7
하리센본,disturb9347,고정,42,1864,35,67,233,44.38,12.24,0.83,10.13,1.6,34.95,65.46
과조건(calf1837),calf1837,비고정,42,1549,50,46,17,36.88,-6.73,1.19,57.89,1.1,-7.22,26.58
대학예측기,item6319,고정,42,4055,128,72,24,96.55,144.18,3.05,304.68,1.71,44.23,27.84
순수이성비판,soak1336,고정,42,1692,9,32,26,40.29,1.9,0.21,-72.14,0.76,-35.9,28.2
ㅇㅇ(175.112),175.112,비회원,42,1913,16,41,21,45.55,15.2,0.38,-49.58,0.98,-17.34,27.3
ㅇㅇ(judging8971),judging8971,비고정,41,1431,8,34,28,34.9,-11.74,0.2,-73.46,0.83,-29.99,28.0
ㅇㅇ(claim0229),claim0229,비고정,41,1669,37,41,20,40.71,2.96,0.9,19.41,1.0,-15.65,26.56
ㅇㅇ(drown3051),drown3051,비고정,41,2207,64,97,242,53.83,36.14,1.56,106.99,2.37,99.9,66.52
너의췌장을먹고싶어,option3784,고정,41,1976,10,57,116,48.2,21.9,0.24,-68.16,1.39,17.24,43.84
ㅇㅇ(theater0061),theater0061,비고정,41,2550,175,68,7,62.2,57.31,4.27,466.56,1.66,40.01,24.22
서라시아,hafdfie,고정,41,3744,129,95,33,91.32,130.96,3.15,317.95,2.32,95.68,28.9
ㅇㅇ(truth2782),truth2782,비고정,40,1869,14,64,53,46.73,18.18,0.35,-53.56,1.6,34.95,31.94
ㅇㅇ(115.71),115.71,비회원,40,2712,43,47,19,67.8,71.47,1.07,41.97,1.18,-0.47,25.82
ㅇㅇ(211.211),211.211,비회원,39,2341,88,80,14,60.03,51.82,2.26,199.86,2.05,72.91,24.36
ㅇㅇ(218.51),218.51,비회원,39,1863,14,29,5,47.77,20.81,0.36,-52.23,0.74,-37.58,22.74
ㅇㅇ(inventor2474),inventor2474,비고정,39,1505,3,26,45,38.59,-2.4,0.08,-89.39,0.67,-43.49,29.94
ㅇㅇ(beside8938),beside8938,비고정,38,1253,8,77,378,32.97,-16.62,0.21,-72.14,2.03,71.22,89.32
미나리!,minariminari,고정,38,1715,6,45,48,45.13,14.14,0.16,-78.77,1.18,-0.47,29.92
ㅇㅇ(million3333),million3333,비고정,38,1362,0,42,31,35.84,-9.36,0.0,-100.0,1.11,-6.38,26.86
sern,voice6069,고정,37,1363,7,117,64,36.84,-6.83,0.19,-74.79,3.16,166.53,32.24
ㅇㅇ(115.138),115.138,비회원,36,4076,97,48,16,113.22,186.34,2.69,256.92,1.33,12.18,23.04
ㅇㅇ(118.43),118.43,비회원,36,1662,19,63,14,46.17,16.77,0.53,-29.68,1.75,47.6,22.68
대진,half9056,고정,35,3222,73,45,963,92.06,132.83,2.09,177.31,1.29,8.81,192.94
마제스티,luck1914,고정,35,3950,101,86,9,112.86,185.43,2.89,283.45,2.46,107.49,21.22
ㅇㅇ(110.14),110.14,비회원,35,3315,128,29,3,94.71,139.53,3.66,385.62,0.83,-29.99,20.14
ㅇㅇ(219.248),219.248,비회원,35,1841,41,40,4,52.6,33.03,1.17,55.24,1.14,-3.85,20.32
태풍,settle4746,고정,35,2066,6,99,60,59.03,49.29,0.17,-77.44,2.83,138.7,30.4
ㅇㅇ(194.233),194.233,비회원,34,2167,159,28,0,63.74,61.2,4.68,520.96,0.82,-30.84,19.04
ㅇㅇ(roast5429),roast5429,비고정,34,1736,12,25,18,51.06,29.13,0.35,-53.56,0.74,-37.58,22.28
신되기의신,delivery3023,고정,34,1257,1,46,89,36.97,-6.5,0.03,-96.02,1.35,13.87,35.06
ㅇㅇ(122.34),122.34,비회원,34,1800,18,66,20,52.94,33.89,0.53,-29.68,1.94,63.63,22.64
메타뭉,lady1868,고정,34,1871,31,131,155,55.03,39.17,0.91,20.74,3.85,224.73,46.94
ㅇㅇ(122.35),122.35,비회원,34,1371,29,58,1,40.32,1.97,0.85,12.78,1.71,44.23,19.22
ㅇㅇ(1.238),1.238,비회원,33,1624,11,25,13,49.21,24.46,0.33,-56.21,0.76,-35.9,20.82
ㅇㅇ(cute7932),cute7932,비고정,32,1857,66,32,17,58.03,46.76,2.06,173.33,1.0,-15.65,20.98
ㅇㅇ(118.36),118.36,비회원,32,1609,15,47,39,50.28,27.16,0.47,-37.64,1.47,23.99,24.94
ㅇㅇ(116.39),116.39,비회원,32,1345,5,18,6,42.03,6.3,0.16,-78.77,0.56,-52.77,19.0
ㅇㅇ(conquer9293),conquer9293,비고정,32,1772,6,33,2,55.38,40.06,0.19,-74.79,1.03,-13.12,18.28
여중딩애호가,hinasorasaki,고정,32,2166,4,114,156,67.69,71.19,0.12,-84.08,3.56,200.27,46.0
ㅇㅇ(118.40),118.40,비회원,31,1383,17,7,1,44.61,12.82,0.55,-27.02,0.23,-80.6,17.54
ㅇㅇ(reverse0257),reverse0257,비고정,31,889,8,2,0,28.68,-27.47,0.26,-65.5,0.06,-94.94,17.36
ㅋㅋ(broth7593),broth7593,비고정,31,1794,7,32,21,57.87,46.36,0.23,-69.48,1.03,-13.12,21.14
ㅇㅇ(1.228),1.228,비회원,30,1759,4,45,109,58.63,48.28,0.13,-82.75,1.5,26.52,36.42
전북대꼭간다(shuttle0457),shuttle0457,비고정,30,1052,9,39,78,35.07,-11.31,0.3,-60.2,1.3,9.65,30.84
180.66,stone4448,고정,30,1337,4,43,69,44.57,12.72,0.13,-82.75,1.43,20.61,29.22
ㅇㅇ(203.229),203.229,비회원,30,1169,5,11,30,38.97,-1.44,0.17,-77.44,0.37,-68.79,22.2
ㅇㅇ(news6657),news6657,비고정,30,1215,2,18,5,40.5,2.43,0.07,-90.71,0.6,-49.39,17.7
ㅇㅇ(121.186),121.186,비회원,29,1350,12,45,5,46.55,17.73,0.41,-45.6,1.55,30.74,17.14
ㅇㅇ(transmit1346),transmit1346,비고정,28,1774,18,19,1,63.36,60.24,0.64,-15.08,0.68,-42.65,15.86
ㅇㅇ(169.212),169.212,비회원,28,1641,4,55,16,58.61,48.23,0.14,-81.42,1.96,65.32,18.56
어떤허수의만점받기,dancing8905,고정,28,1289,24,60,75,46.04,16.44,0.86,14.11,2.14,80.5,29.18
벨라트릭스,others2235,고정,28,1454,4,129,76,51.93,31.33,0.14,-81.42,4.61,288.83,29.36
ㅇㅇ(likely4402),likely4402,비고정,28,1267,8,50,31,45.25,14.44,0.29,-61.52,1.79,50.98,21.26
리뤄럴리,ideology7583,고정,28,1913,3,87,373,68.32,72.79,0.11,-85.4,3.11,162.31,82.82
헤스법칙,hesslaw,고정,27,4745,109,150,79,175.74,344.46,4.04,436.04,5.56,368.96,29.34
ㅇㅇ(211.229),211.229,비회원,27,905,4,12,5,33.52,-15.23,0.15,-80.1,0.44,-62.89,16.02
ㅇㅇ(119.56),119.56,비회원,27,1112,15,59,0,41.19,4.17,0.56,-25.7,2.19,84.72,15.12
Grog(crow6689),crow6689,비회원,27,1211,17,45,61,44.85,13.43,0.63,-16.41,1.67,40.86,26.1
ㅇㅇ(180.231),180.231,비회원,27,1455,3,81,42,53.89,36.29,0.11,-85.4,3.0,153.04,22.68
서강대꼬옥간다(125.135),125.135,비회원,26,1097,47,18,1,42.19,6.7,1.81,140.16,0.69,-41.8,14.74
ㄹㅇ굳ㅋㅋ,realgoodzz,고정,26,2889,51,139,135,111.12,181.03,1.96,160.06,5.35,351.25,38.86
ㅇㅇ(180.230),180.230,비회원,26,1823,24,24,3,70.12,77.34,0.92,22.07,0.92,-22.4,15.1
ㅇㅇ(gift0445),gift0445,비고정,26,3083,81,29,25,118.58,199.9,3.12,313.97,1.12,-5.53,19.06
시고르자브,dghs1ft,고정,26,1160,10,38,14,44.62,12.85,0.38,-49.58,1.46,23.14,17.08
마유로,chuyuuu,고정,25,1071,1,75,70,42.84,8.35,0.04,-94.69,3.0,153.04,26.6
ㅇㅇ(121.173),121.173,비회원,25,3106,87,27,0,124.24,214.21,3.48,361.74,1.08,-8.91,14.0
ㅇㅇ(112.148),112.148,비회원,25,1613,11,64,9,64.52,63.18,0.44,-41.62,2.56,115.92,15.62
사이언스,subject3333,고정,25,1219,40,96,59,48.76,23.32,1.6,112.29,3.84,223.89,24.62
농담,collect2843,고정,25,2394,10,275,203,95.76,142.18,0.4,-46.93,11.0,827.8,50.54
허수탈출,abort9706,고정,24,958,6,54,84,39.92,0.96,0.25,-66.83,2.25,89.78,28.56
레이션아이솔,trade9999,고정,24,2040,59,38,55,85.0,114.97,2.46,226.4,1.58,33.27,23.34
Linear,hyee0512,고정,24,1438,13,117,84,59.92,51.54,0.54,-28.35,4.88,311.61,28.56
그대로맘만,aloppp0,고정,24,1111,19,42,8,46.29,17.07,0.79,4.82,1.75,47.6,14.88
ㅇㅇ(14.47),14.47,비회원,24,1276,10,34,96,53.17,34.47,0.42,-44.27,1.42,19.77,30.72
ㅇㅇ(112.156),112.156,비회원,24,1260,3,20,7,52.5,32.78,0.12,-84.08,0.83,-29.99,14.7
ㅇㅇ(paint6015),paint6015,비고정,24,1064,5,27,35,44.33,12.11,0.21,-72.14,1.12,-5.53,19.74
Aimstudy,dmdel23,고정,24,1164,3,40,25,48.5,22.66,0.12,-84.08,1.67,40.86,17.94
노베.3합.7(220.120),220.120,비회원,24,1385,8,86,44,57.71,45.95,0.33,-56.21,3.58,201.96,21.36
라임캔디,diagramgram,고정,23,789,3,69,109,34.3,-13.25,0.13,-82.75,3.0,153.04,32.5
ㅇㅇ(211.204),211.204,비회원,23,580,9,15,3,25.22,-36.22,0.39,-48.25,0.65,-45.18,13.42
유키모도키,chef3845,고정,23,1428,24,40,52,62.09,57.03,1.04,37.99,1.74,46.76,22.24
ㅇㅇ(115.137),115.137,비회원,23,1119,9,31,6,48.65,23.04,0.39,-48.25,1.35,13.87,13.96
화법과작문,great9077,고정,23,1933,24,40,33,84.04,112.54,1.04,37.99,1.74,46.76,18.82
ㅇㅇ(175.205),175.205,비회원,23,1042,7,25,6,45.3,14.57,0.3,-60.2,1.09,-8.06,13.96
ㅇㅇ(body2820),body2820,비고정,23,919,2,14,31,39.96,1.06,0.09,-88.06,0.61,-48.55,18.46
ㅇㅇ(funeral7889),funeral7889,비고정,23,1082,4,35,25,47.04,18.97,0.17,-77.44,1.52,28.2,17.38
화확쌍지,next2493,고정,22,1091,15,109,198,49.59,25.42,0.68,-9.78,4.95,317.51,47.96
ㅇㅇ(kjh04011),kjh04011,비고정,22,3059,49,131,90,139.05,251.67,2.23,195.88,5.95,401.85,28.52
ㅇㅇ(124.5),124.5,비회원,22,3111,156,22,18,141.41,257.64,7.09,840.72,1.0,-15.65,15.56
김미키,stay2036,고정,22,1079,3,12,13,49.05,24.05,0.14,-81.42,0.55,-53.61,14.66
ㅇㅇ(1.246),1.246,비회원,22,1007,6,55,25,45.77,15.76,0.27,-64.18,2.5,110.86,16.82
스터디윗네루(hair5536),hair5536,비고정,22,885,6,15,9,40.23,1.74,0.27,-64.18,0.68,-42.65,13.94
노베자퇴생,nobeaamsang,고정,22,1164,9,43,14,52.91,33.81,0.41,-45.6,1.95,64.47,14.84
ㅇㅇ(118.39),118.39,비회원,21,1297,4,76,22,61.76,56.2,0.19,-74.79,3.62,205.33,15.72
멀티갤러(hhjj909090),hhjj909090,비고정,21,1140,2,27,32,54.29,37.3,0.1,-86.73,1.29,8.81,17.52
창무수학,circus7606,고정,21,745,8,19,47,35.48,-10.27,0.38,-49.58,0.9,-24.09,20.22
켄리아,prime6073,고정,21,1008,23,14,24,48.0,21.4,1.1,45.95,0.67,-43.49,16.08
DET,analyze5396,고정,21,920,1,18,39,43.81,10.8,0.05,-93.37,0.86,-27.46,18.78
홍준표대통령(there2323),there2323,비고정,21,886,11,15,15,42.19,6.7,0.52,-31.0,0.71,-40.11,14.46
sasinki,street1114,고정,21,1662,6,20,79,79.14,100.15,0.29,-61.52,0.95,-19.87,25.98
나키리아야메,actor3436,고정,20,864,11,16,14,43.2,9.26,0.55,-27.02,0.8,-32.52,13.72
오오토리에무,wrapping2496,고정,20,699,10,42,23,34.95,-11.61,0.5,-33.66,2.1,77.13,15.34
ㅇㅇ(1.229),1.229,비회원,20,1281,32,45,17,64.05,61.99,1.6,112.29,2.25,89.78,14.26
ㅇㅇ(112.164),112.164,비회원,20,975,43,28,2,48.75,23.29,2.15,185.27,1.4,18.08,11.56
ㅇㅇ(124.51),124.51,비회원,20,2190,44,27,1,109.5,176.93,2.2,191.9,1.35,13.87,11.38
ㅇㅇ(debut8464),debut8464,비고정,20,1026,32,34,22,51.3,29.74,1.6,112.29,1.7,43.39,15.16
ㅇㅇ(causal6064),causal6064,비고정,20,813,11,8,21,40.65,2.81,0.55,-27.02,0.4,-66.26,14.98
ㅇㅇ(172.225),172.225,비회원,19,676,5,14,5,35.58,-10.02,0.26,-65.5,0.74,-37.58,11.54
ㅇㅇ(211.43),211.43,비회원,19,819,18,28,3,43.11,9.03,0.95,26.05,1.47,23.99,11.18
ㅇㅇ(mango8471),mango8471,비고정,19,897,21,67,54,47.21,19.4,1.11,47.28,3.53,197.74,20.36
ㅇㅇ(1.248),1.248,비회원,19,2607,90,40,4,137.21,247.01,4.74,528.92,2.11,77.97,11.36
ㅇㅇ(belt6549),belt6549,비고정,19,1193,58,33,10,62.79,58.8,3.05,304.68,1.74,46.76,12.44
이재명지대,missing3641,고정,19,795,0,19,6,41.84,5.82,0.0,-100.0,1.0,-15.65,11.72
ㅇㅇ(rabbit1480),rabbit1480,비고정,19,1074,3,58,32,56.53,42.97,0.16,-78.77,3.05,157.25,16.4
ㅇㅇ(121.64),121.64,비회원,19,4684,135,43,13,246.53,523.49,7.11,843.38,2.26,90.62,12.98
국립아이숑대학교(220.121),220.121,비회원,19,633,10,17,8,33.32,-15.73,0.53,-29.68,0.89,-24.93,12.08
mega_kmc,yhb2006,고정,19,1010,2,48,41,53.16,34.45,0.11,-85.4,2.53,113.39,18.02
맥날케챺도둑,persuade5380,고정,18,695,5,22,12,38.61,-2.35,0.28,-62.85,1.22,2.9,12.24
ㅇㅇ(218.159),218.159,비회원,18,1074,2,34,32,59.67,50.91,0.11,-85.4,1.89,59.41,15.84
ㅇㅇ(14.43),14.43,비회원,18,680,1,9,2,37.78,-4.45,0.06,-92.04,0.5,-57.83,10.44
ㅇㅇ(106.242),106.242,비회원,18,866,10,17,3,48.11,21.67,0.56,-25.7,0.94,-20.72,10.62
ㅇㅇ(118.33),118.33,비회원,18,864,4,23,7,48.0,21.4,0.22,-70.81,1.28,7.96,11.34
ㅇㅇ(14.33),14.33,비회원,18,1149,52,50,32,63.83,61.43,2.89,283.45,2.78,134.48,15.84
ㅇㅇ(14.50),14.50,비회원,18,998,11,44,4,55.44,40.21,0.61,-19.06,2.44,105.8,10.8
ㅇㅇ(124.80),124.80,비회원,18,893,6,42,20,49.61,25.47,0.33,-56.21,2.33,96.52,13.68
서강대꼬옥간다(112.185),112.185,비회원,17,1265,47,13,2,74.41,88.19,2.76,266.21,0.76,-35.9,9.88
FL,idname1234,고정,17,3854,63,56,47,226.71,473.37,3.71,392.25,3.29,177.5,17.98
ㅇㅇ(112.150),112.150,비회원,17,658,9,24,1,38.71,-2.1,0.53,-29.68,1.41,18.93,9.7
ㅇㅇ(113.198),113.198,비회원,17,589,2,14,260,34.65,-12.37,0.12,-84.08,0.82,-30.84,56.32
별이될테니,merge6258,고정,17,915,17,52,40,53.82,36.11,1.0,32.68,3.06,158.1,16.72
ㅇㅇ(211.186),211.186,비회원,17,3065,232,30,11,180.29,355.97,13.65,1711.12,1.76,48.45,11.5
유희(shade1582),shade1582,비고정,17,2046,14,35,14,120.35,204.37,0.82,8.8,2.06,73.75,12.04
크으으비,wisdom9404,고정,17,759,2,57,65,44.65,12.92,0.12,-84.08,3.35,182.56,21.22
ㅇㅇ(blue4618),blue4618,비고정,17,725,3,31,32,42.65,7.87,0.18,-76.12,1.82,53.51,15.28
고엉이,cat05,고정,16,643,1,47,125,40.19,1.64,0.06,-92.04,2.94,147.98,31.46
ㅇㅇ(14.52),14.52,비회원,16,761,3,15,1,47.56,20.28,0.19,-74.79,0.94,-20.72,9.14
스터디윗네루(211.235),211.235,비회원,16,650,18,23,22,40.62,2.73,1.12,48.6,1.44,21.46,12.92
구운몽(121.67),121.67,비회원,16,775,3,28,13,48.44,22.51,0.19,-74.79,1.75,47.6,11.3
Kind_Star,assist8930,고정,16,998,14,73,56,62.38,57.76,0.88,16.76,4.56,284.61,19.04
ㅇㅇ(homemade4388),homemade4388,비고정,16,834,0,33,30,52.12,31.82,0.0,-100.0,2.06,73.75,14.36
ㅇㅇ(112.144),112.144,비회원,16,553,12,8,1,34.56,-12.6,0.75,-0.49,0.5,-57.83,9.14
두희,dislike9997,고정,16,775,18,52,137,48.44,22.51,1.12,48.6,3.25,174.12,33.62
ㅇㅇ(203.255),203.255,비회원,16,560,17,12,13,35.0,-11.48,1.06,40.64,0.75,-36.74,11.3
ㅇㅇ(182.231),182.231,비회원,16,1060,42,12,1,66.25,67.55,2.62,247.63,0.75,-36.74,9.14
활어들의광란파티,dcln5lde,고정,16,656,5,7,19,41.0,3.69,0.31,-58.87,0.44,-62.89,12.38
ㅇㅇ(211.178),211.178,비회원,16,559,4,7,3,34.94,-11.63,0.25,-66.83,0.44,-62.89,9.5
ㅇㅇ(auction9798),auction9798,비고정,16,829,10,2,21,51.81,31.03,0.62,-17.74,0.12,-89.88,12.74
ㅇㅇ(dense1919),dense1919,비고정,16,761,0,23,5,47.56,20.28,0.0,-100.0,1.44,21.46,9.86
ㅇㅇ(211.119),211.119,비회원,16,811,12,10,1,50.69,28.2,0.75,-0.49,0.62,-47.71,9.14
연경25학번,truth2349,고정,16,711,5,24,30,44.44,12.39,0.31,-58.87,1.5,26.52,14.36
ㅇㅇ(clearly9480),clearly9480,비고정,16,718,2,45,25,44.88,13.5,0.12,-84.08,2.81,137.01,13.46
높은5등급,respect1900,고정,16,930,3,37,39,58.12,46.99,0.19,-74.79,2.31,94.84,15.98
뚜악항대히(211.235),211.235,비회원,15,469,0,0,14,31.27,-20.92,0.0,-100.0,0.0,-100.0,10.92
매국보수(182.215),182.215,비회원,15,471,5,12,72,31.4,-20.59,0.33,-56.21,0.8,-32.52,21.36
ㅇㅇ(110.8),110.8,비회원,15,799,5,19,4,53.27,34.72,0.33,-56.21,1.27,7.12,9.12
ㅇㅇ(surround0660),surround0660,비고정,15,747,3,35,19,49.8,25.95,0.2,-73.46,2.33,96.52,11.82
ㅇㅇ(1.249),1.249,비회원,15,812,8,11,1,54.13,36.9,0.53,-29.68,0.73,-38.43,8.58
문돌이(6v0a4jif5vkg),6v0a4jif5vkg,비고정,15,645,15,13,2,43.0,8.75,1.0,32.68,0.87,-26.62,8.76
ㅇㅇ(147.47),147.47,비회원,15,1006,18,15,3,67.07,69.63,1.2,59.22,1.0,-15.65,8.94
서브보컬,fishes2002,고정,15,509,6,21,14,33.93,-14.19,0.4,-46.93,1.4,18.08,10.92
ㅇㅇ(125.191),125.191,비회원,15,837,11,25,3,55.8,41.12,0.73,-3.14,1.67,40.86,8.94
ㅇㅇ(112.221),112.221,비회원,15,606,4,16,2,40.4,2.17,0.27,-64.18,1.07,-9.75,8.76
LovenHate,lovenhate,고정,15,679,9,104,45,45.27,14.49,0.6,-20.39,6.93,484.51,16.5
ㅇㅇ(182.221),182.221,비회원,15,712,8,22,9,47.47,20.06,0.53,-29.68,1.47,23.99,10.02
ㅇㅇ(coconut6318),coconut6318,비고정,15,1275,1,42,57,85.0,114.97,0.07,-90.71,2.8,136.17,18.66
ㅇㅇ(14.39),14.39,비회원,15,656,17,8,1,43.73,10.6,1.13,49.93,0.53,-55.3,8.58
정_,charity3927,고정,15,527,3,15,15,35.13,-11.15,0.2,-73.46,1.0,-15.65,11.1
ㅇㅇ(121.184),121.184,비회원,15,701,21,18,5,46.73,18.18,1.4,85.76,1.2,1.21,9.3
ㅇㅇ(149.88),149.88,비회원,15,964,18,25,10,64.27,62.54,1.2,59.22,1.67,40.86,10.2
ㅇㅇ(leather9673),leather9673,비고정,15,808,1,25,6,53.87,36.24,0.07,-90.71,1.67,40.86,9.48
끝이아닌시작,century7930,고정,15,704,24,28,10,46.93,18.69,1.6,112.29,1.87,57.73,10.2
ㅇㅇ(211.254),211.254,비회원,15,476,8,10,6,31.73,-19.75,0.53,-29.68,0.67,-43.49,9.48
ㅇㅇ(218.147),218.147,비회원,14,445,0,15,7,31.79,-19.6,0.0,-100.0,1.07,-9.75,9.1
ㅇㅇ(mature3157),mature3157,비고정,14,586,1,12,16,41.86,5.87,0.07,-90.71,0.86,-27.46,10.72
ㅇㅇ(1.231),1.231,비회원,14,586,2,12,2,41.86,5.87,0.14,-81.42,0.86,-27.46,8.2
에스,espal,고정,14,863,1,127,84,61.64,55.89,0.07,-90.71,9.07,665.01,22.96
ㅇㅇ(115.140),115.140,비회원,14,719,21,4,0,51.36,29.89,1.5,99.02,0.29,-75.54,7.84
ㅇㅇ(manager1017),manager1017,비고정,14,884,1,45,22,63.14,59.69,0.07,-90.71,3.21,170.75,11.8
노조위원장,vote6074,고정,14,460,10,16,8,32.86,-16.89,0.71,-5.8,1.14,-3.85,9.28
ㅇㅇ(1.240),1.240,비회원,14,765,29,10,1,54.64,38.19,2.07,174.65,0.71,-40.11,8.02
보갤러(175.193),175.193,비회원,14,505,5,6,2,36.07,-8.78,0.36,-52.23,0.43,-63.73,8.2
ㅇㅇ(1.250),1.250,비회원,14,808,2,44,10,57.71,45.95,0.14,-81.42,3.14,164.84,9.64
ㅇㅇ(211.241),211.241,비회원,14,478,3,10,2,34.14,-13.66,0.21,-72.14,0.71,-40.11,8.2
읭구스(211.58),211.58,비회원,14,601,1,23,40,42.93,8.57,0.07,-90.71,1.64,38.33,15.04
읭구스(125.129),125.129,비회원,14,578,0,20,40,41.29,4.43,0.0,-100.0,1.43,20.61,15.04
ㄱㄷㄱ(175.126),175.126,비회원,14,615,1,8,1,43.93,11.1,0.07,-90.71,0.57,-51.92,8.02
ㅇㅇ(114.70),114.70,비회원,14,457,7,0,1,32.64,-17.45,0.5,-33.66,0.0,-100.0,8.02
yunjin,fearlessyunjin,고정,14,799,0,65,29,57.07,44.33,0.0,-100.0,4.64,291.36,13.06
코레고스자리,polomonee,고정,13,827,3,117,92,63.62,60.9,0.23,-69.48,9.0,659.11,23.84
ㅇㅇ(deaf3158),deaf3158,비고정,13,2473,55,17,6,190.23,381.11,4.23,461.25,1.31,10.49,8.36
ㅇㅇ(happynism158),happynism158,비고정,13,793,1,13,4,61.0,54.27,0.08,-89.39,1.0,-15.65,8.0
ㅇㅇ(coin7542),coin7542,비고정,13,856,1,10,22,65.85,66.54,0.08,-89.39,0.77,-35.05,11.24
ㅇㅇ(112.157),112.157,비회원,13,698,30,22,2,53.69,35.79,2.31,206.5,1.69,42.54,7.64
민주쌈무,eltl1423,고정,13,569,1,76,43,43.77,10.7,0.08,-89.39,5.85,393.42,15.02
파자미,kwonoh1221,고정,13,733,3,66,39,56.38,42.59,0.23,-69.48,5.08,328.47,14.3
ㅇㅇ(refuse4145),refuse4145,비고정,13,742,15,81,37,57.08,44.36,1.15,52.59,6.23,425.47,13.94
ㅇㅇ(curious8345),curious8345,비고정,13,742,5,44,97,57.08,44.36,0.38,-49.58,3.38,185.09,24.74
ㅇㅇ(14.44),14.44,비회원,13,730,29,8,12,56.15,42.01,2.23,195.88,0.62,-47.71,9.44
중앙대인문27학번,pale7974,고정,13,652,9,27,29,50.15,26.83,0.69,-8.45,2.08,75.44,12.5
ㅇㅇ(211.117),211.117,비회원,13,705,10,31,7,54.23,37.15,0.77,2.17,2.38,100.74,8.54
ㅇㅇ(prevail6520),prevail6520,비고정,13,540,15,7,3,41.54,5.06,1.15,52.59,0.54,-54.45,7.82
ㅇㅇ(sponsor8754),sponsor8754,비고정,13,646,2,34,19,49.69,25.67,0.15,-80.1,2.62,120.98,10.7
ㅇㅇ(118.220),118.220,비회원,13,707,2,12,0,54.38,37.53,0.15,-80.1,0.92,-22.4,7.28
SD(jim0101),jim0101,비고정,13,569,0,6,3,43.77,10.7,0.0,-100.0,0.46,-61.2,7.82
인천재능대꼭간다,directly3458,고정,13,645,17,24,14,49.62,25.49,1.31,73.81,1.85,56.04,9.8
국립아이숑대학교병원(106.254),106.254,비회원,13,462,4,4,1,35.54,-10.12,0.31,-58.87,0.31,-73.85,7.46
ㅇㅇ(119.77),119.77,비회원,13,872,23,12,0,67.08,69.65,1.77,134.85,0.92,-22.4,7.28
ㅇㅇ(118.216),118.216,비회원,12,371,0,6,12,30.92,-21.8,0.0,-100.0,0.5,-57.83,8.88
강민철사생팬(steep0190),steep0190,비고정,12,576,4,13,0,48.0,21.4,0.33,-56.21,1.08,-8.91,6.72
kike^-^(elbow9198),elbow9198,비고정,12,336,0,0,0,28.0,-29.19,0.0,-100.0,0.0,-100.0,6.72
ㅇㅇ(218.149),218.149,비회원,12,467,1,11,1,38.92,-1.57,0.08,-89.39,0.92,-22.4,6.9
ㅇㅇ(memorial5185),memorial5185,비고정,12,566,0,10,6,47.17,19.3,0.0,-100.0,0.83,-29.99,7.8
ㅇㅇ(1.221),1.221,비회원,12,746,1,18,4,62.17,57.23,0.08,-89.39,1.5,26.52,7.44
시작(brake2514),brake2514,비고정,12,376,1,6,2,31.33,-20.76,0.08,-89.39,0.5,-57.83,7.08
ㅇㅇ(175.113),175.113,비회원,12,664,15,8,2,55.33,39.93,1.25,65.85,0.67,-43.49,7.08
칸죠비,pioneer6668,고정,12,585,2,26,16,48.75,23.29,0.17,-77.44,2.17,83.03,9.6
